订单ID,客户ID,产品名称,销售数量,单价,销售日期,销售区域,总金额
ORD1064,CUST121,玻璃抛光,93,393,2024-10-22,华北,36549
ORD1045,CUST123,玻璃切割,9,415,2024-02-25,东北,3735
ORD1094,CUST134,玻璃雕刻,27,626,2024-08-01,华南,16902
ORD1038,CUST103,玻璃打磨,78,221,2024-05-19,东北,17238
ORD1039,CUST185,玻璃打磨,91,106,2024-10-30,东北,9646
ORD1022,CUST102,玻璃雕刻,51,658,2024-12-27,东北,33558
ORD1009,CUST186,玻璃雕刻,69,143,2024-04-12,西南,9867
ORD1027,CUST157,玻璃切割,84,694,2024-09-07,西南,58296
ORD1045,CUST161,玻璃抛光,35,808,2024-04-16,华东,28280
ORD1034,CUST184,玻璃切割,75,421,2024-05-09,华东,31575
ORD1072,CUST178,玻璃抛光,42,571,2024-07-25,华北,23982
ORD1055,CUST193,玻璃打磨,50,406,2024-07-29,西南,20300
ORD1078,CUST110,玻璃雕刻,69,366,2024-12-10,华南,25254
ORD1068,CUST166,玻璃切割,72,228,2024-09-16,华北,16416
ORD1002,CUST139,玻璃雕刻,53,708,2024-10-18,东北,37524
ORD1016,CUST187,玻璃打磨,8,386,2024-02-08,华南,3088
ORD1033,CUST181,玻璃抛光,61,299,2024-07-29,华南,18239
ORD1019,CUST139,玻璃雕刻,56,344,2024-02-16,华南,19264
ORD1035,CUST193,玻璃切割,23,371,2024-02-22,华东,8533
ORD1046,CUST169,玻璃雕刻,63,416,2024-11-30,华南,26208
ORD1035,CUST197,玻璃雕刻,9,593,2024-08-20,华南,5337
ORD1045,CUST168,玻璃雕刻,86,240,2024-02-25,华北,20640
ORD1070,CUST155,玻璃抛光,100,467,2024-08-26,华东,46700
ORD1060,CUST189,玻璃雕刻,66,852,2024-07-28,华东,56232
ORD1050,CUST179,玻璃切割,51,274,2024-05-26,东北,13974
ORD1074,CUST121,玻璃雕刻,32,726,2024-11-11,华南,23232
ORD1013,CUST148,玻璃雕刻,37,695,2024-06-24,西南,25715
ORD1067,CUST199,玻璃打磨,92,668,2024-12-07,华南,61456
ORD1082,CUST102,玻璃抛光,29,202,2024-10-24,华北,5858
ORD1089,CUST181,玻璃抛光,83,679,2024-01-03,东北,56357
ORD1011,CUST190,玻璃打磨,70,646,2024-11-27,东北,45220
ORD1058,CUST151,玻璃打磨,64,496,2024-06-11,西南,31744
ORD1065,CUST146,玻璃抛光,3,611,2024-09-07,华北,1833
ORD1079,CUST116,玻璃雕刻,30,129,2024-01-24,华东,3870
ORD1097,CUST183,玻璃抛光,61,157,2024-11-23,华东,9577
ORD1087,CUST175,玻璃切割,68,562,2024-12-24,华北,38216
ORD1010,CUST197,玻璃切割,69,583,2024-07-25,西南,40227
ORD1032,CUST186,玻璃打磨,51,681,2024-01-29,华北,34731
ORD1090,CUST143,玻璃雕刻,52,284,2024-05-08,东北,14768
ORD1008,CUST132,玻璃抛光,6,136,2024-02-08,华北,816
ORD1065,CUST148,玻璃切割,26,616,2024-09-19,西南,16016
ORD1075,CUST183,玻璃雕刻,9,393,2024-08-17,西南,3537
ORD1036,CUST190,玻璃雕刻,74,683,2024-03-26,华北,50542
ORD1011,CUST131,玻璃雕刻,47,772,2024-07-04,华南,36284
ORD1082,CUST131,玻璃雕刻,69,416,2024-07-20,华南,28704
ORD1022,CUST112,玻璃抛光,33,543,2024-09-24,东北,17919
ORD1024,CUST115,玻璃切割,93,453,2024-06-15,华北,42129
ORD1068,CUST164,玻璃切割,26,372,2024-05-18,西南,9672
ORD1025,CUST154,玻璃雕刻,2,914,2024-06-07,华北,1828
ORD1099,CUST175,玻璃切割,10,907,2024-02-25,华东,9070
ORD1079,CUST107,玻璃雕刻,28,944,2024-06-23,华北,26432
ORD1088,CUST183,玻璃抛光,1,352,2024-09-17,华北,352
ORD1092,CUST164,玻璃切割,65,691,2024-03-09,华北,44915
ORD1049,CUST157,玻璃切割,14,445,2024-01-20,华北,6230
ORD1032,CUST103,玻璃雕刻,92,210,2024-03-09,华北,19320
ORD1047,CUST133,玻璃切割,56,473,2024-08-12,华北,26488
ORD1014,CUST138,玻璃抛光,20,488,2024-08-14,华南,9760
ORD1065,CUST132,玻璃打磨,74,536,2024-05-01,东北,39664
ORD1038,CUST133,玻璃雕刻,4,498,2024-10-13,华南,1992
ORD1024,CUST153,玻璃抛光,99,431,2024-08-27,华南,42669
ORD1023,CUST198,玻璃雕刻,3,755,2024-11-06,华东,2265
ORD1044,CUST116,玻璃雕刻,20,403,2024-09-16,华南,8060
ORD1082,CUST196,玻璃抛光,30,143,2024-10-04,西南,4290
ORD1071,CUST114,玻璃雕刻,33,346,2024-12-28,华东,11418
ORD1044,CUST109,玻璃打磨,92,492,2024-12-02,华北,45264
ORD1081,CUST140,玻璃雕刻,13,181,2024-06-11,华北,2353
ORD1073,CUST148,玻璃抛光,26,885,2024-09-28,西南,23010
ORD1034,CUST150,玻璃抛光,37,437,2024-08-07,华东,16169
ORD1009,CUST133,玻璃雕刻,83,661,2024-02-04,西南,54863
ORD1033,CUST151,玻璃打磨,96,667,2024-11-22,西南,64032
ORD1022,CUST171,玻璃切割,12,976,2024-02-25,华东,11712
ORD1021,CUST142,玻璃打磨,39,849,2024-04-08,华北,33111
ORD1098,CUST120,玻璃雕刻,4,712,2024-08-18,东北,2848
ORD1098,CUST177,玻璃雕刻,98,720,2024-08-15,西南,70560
ORD1093,CUST144,玻璃打磨,59,241,2024-06-27,华北,14219
ORD1012,CUST108,玻璃雕刻,19,576,2024-07-10,东北,10944
ORD1036,CUST144,玻璃雕刻,3,457,2024-08-29,华南,1371
ORD1090,CUST151,玻璃打磨,32,198,2024-02-24,华北,6336
ORD1098,CUST121,玻璃抛光,86,656,2024-03-03,东北,56416
ORD1035,CUST126,玻璃雕刻,14,256,2024-12-08,东北,3584
ORD1026,CUST123,玻璃打磨,44,474,2024-10-24,华南,20856
ORD1043,CUST186,玻璃雕刻,99,157,2024-09-27,华东,15543
ORD1062,CUST158,玻璃抛光,62,217,2024-06-17,东北,13454
ORD1067,CUST181,玻璃雕刻,84,746,2024-01-04,东北,62664
ORD1044,CUST182,玻璃雕刻,12,552,2024-02-29,东北,6624
ORD1058,CUST124,玻璃切割,38,783,2024-07-27,东北,29754
ORD1033,CUST167,玻璃切割,31,469,2024-12-29,华北,14539
ORD1016,CUST121,玻璃抛光,20,433,2024-09-15,华北,8660
ORD1001,CUST121,玻璃抛光,23,910,2024-10-25,东北,20930
ORD1002,CUST160,玻璃切割,98,874,2024-04-19,华东,85652
ORD1030,CUST188,玻璃抛光,13,558,2024-10-24,西南,7254
ORD1018,CUST164,玻璃抛光,21,500,2024-08-10,西南,10500
ORD1022,CUST149,玻璃打磨,19,183,2024-12-13,华南,3477
ORD1044,CUST111,玻璃打磨,17,593,2024-05-19,华北,10081
ORD1075,CUST192,玻璃切割,84,752,2024-01-26,华东,63168
ORD1088,CUST116,玻璃切割,11,658,2024-07-11,西南,7238
ORD1052,CUST152,玻璃切割,19,449,2024-01-22,东北,8531
ORD1017,CUST188,玻璃切割,57,959,2024-12-05,西南,54663
ORD1097,CUST196,玻璃抛光,38,214,2024-12-03,华东,8132
ORD1056,CUST137,玻璃切割,38,614,2024-11-03,华南,23332
ORD1086,CUST116,玻璃切割,2,169,2024-02-16,华北,338
ORD1086,CUST191,玻璃雕刻,7,350,2024-04-28,西南,2450
ORD1036,CUST157,玻璃打磨,62,708,2024-04-11,华北,43896
ORD1043,CUST139,玻璃雕刻,25,493,2024-11-14,华南,12325
ORD1088,CUST175,玻璃打磨,97,460,2024-06-05,东北,44620
ORD1095,CUST115,玻璃抛光,38,757,2024-04-03,西南,28766
ORD1038,CUST127,玻璃切割,79,719,2024-12-21,华南,56801
ORD1061,CUST118,玻璃雕刻,68,110,2024-03-10,华北,7480
ORD1032,CUST174,玻璃抛光,68,863,2024-02-19,华南,58684
ORD1092,CUST157,玻璃打磨,96,755,2024-10-23,华北,72480
ORD1067,CUST171,玻璃雕刻,70,629,2024-09-17,西南,44030
ORD1091,CUST179,玻璃切割,87,211,2024-03-13,华东,18357
ORD1044,CUST100,玻璃雕刻,20,756,2024-10-26,东北,15120
ORD1014,CUST133,玻璃打磨,66,479,2024-06-15,华南,31614
ORD1035,CUST185,玻璃切割,44,236,2024-12-06,华南,10384
ORD1018,CUST102,玻璃抛光,80,626,2024-03-16,华南,50080
ORD1072,CUST108,玻璃抛光,64,841,2024-04-09,西南,53824
ORD1008,CUST150,玻璃切割,52,670,2024-07-31,西南,34840
ORD1089,CUST167,玻璃打磨,1,121,2024-10-18,华东,121
ORD1068,CUST101,玻璃打磨,73,169,2024-12-02,华南,12337
ORD1025,CUST146,玻璃切割,95,658,2024-08-03,东北,62510
ORD1066,CUST146,玻璃切割,41,768,2024-05-12,华东,31488
ORD1053,CUST139,玻璃雕刻,24,499,2024-10-03,华北,11976
ORD1086,CUST138,玻璃雕刻,32,810,2024-06-23,华南,25920
ORD1014,CUST185,玻璃打磨,82,499,2024-05-16,华北,40918
ORD1018,CUST122,玻璃抛光,29,644,2024-09-18,华东,18676
ORD1057,CUST197,玻璃抛光,53,266,2024-11-06,华北,14098
ORD1008,CUST142,玻璃雕刻,49,578,2024-06-19,华东,28322
ORD1002,CUST110,玻璃雕刻,97,743,2024-12-14,西南,72071
ORD1015,CUST114,玻璃打磨,31,482,2024-11-20,华东,14942
ORD1014,CUST131,玻璃切割,19,198,2024-09-12,西南,3762
ORD1047,CUST143,玻璃打磨,76,685,2024-04-02,东北,52060
ORD1058,CUST192,玻璃雕刻,71,994,2024-11-24,西南,70574
ORD1017,CUST165,玻璃抛光,87,484,2024-08-16,华南,42108
ORD1098,CUST199,玻璃雕刻,91,427,2024-04-26,华北,38857
ORD1022,CUST117,玻璃雕刻,67,305,2024-05-27,西南,20435
ORD1057,CUST199,玻璃雕刻,18,589,2024-10-08,华东,10602
ORD1083,CUST112,玻璃雕刻,20,841,2024-10-14,华东,16820
ORD1044,CUST151,玻璃雕刻,8,356,2024-11-20,东北,2848
ORD1065,CUST133,玻璃打磨,66,577,2024-12-09,华北,38082
ORD1039,CUST160,玻璃打磨,76,725,2024-05-02,华北,55100
ORD1073,CUST136,玻璃抛光,67,185,2024-02-20,西南,12395
ORD1086,CUST121,玻璃切割,10,969,2024-06-23,华东,9690
ORD1075,CUST125,玻璃雕刻,40,587,2024-01-13,东北,23480
ORD1069,CUST157,玻璃抛光,46,756,2024-12-20,华南,34776
ORD1009,CUST108,玻璃抛光,64,895,2024-05-31,西南,57280
ORD1059,CUST122,玻璃抛光,38,983,2024-03-12,华南,37354
ORD1006,CUST186,玻璃抛光,68,159,2024-03-19,华东,10812
ORD1090,CUST152,玻璃雕刻,27,378,2024-08-31,华北,10206
ORD1027,CUST124,玻璃打磨,13,246,2024-08-02,华北,3198
ORD1037,CUST154,玻璃抛光,86,976,2024-10-19,西南,83936
ORD1017,CUST182,玻璃抛光,72,943,2024-12-28,华东,67896
ORD1050,CUST190,玻璃雕刻,66,237,2024-12-02,华东,15642
ORD1032,CUST177,玻璃雕刻,82,237,2024-04-29,西南,19434
ORD1056,CUST171,玻璃抛光,20,282,2024-09-20,华北,5640
ORD1036,CUST171,玻璃雕刻,6,668,2024-01-07,西南,4008
ORD1021,CUST128,玻璃雕刻,7,106,2024-04-03,华南,742
ORD1042,CUST196,玻璃抛光,37,194,2024-11-17,华东,7178
ORD1011,CUST165,玻璃打磨,64,884,2024-03-26,东北,56576
ORD1003,CUST113,玻璃切割,18,741,2024-10-26,华北,13338
ORD1060,CUST122,玻璃抛光,8,909,2024-10-25,东北,7272
ORD1042,CUST158,玻璃抛光,23,465,2024-06-02,华东,10695
ORD1002,CUST163,玻璃雕刻,49,556,2024-01-03,西南,27244
ORD1043,CUST135,玻璃抛光,12,961,2024-11-27,西南,11532
ORD1079,CUST187,玻璃切割,18,574,2024-11-29,华北,10332
ORD1019,CUST147,玻璃打磨,72,491,2024-06-28,华北,35352
ORD1060,CUST127,玻璃雕刻,31,324,2024-12-14,华东,10044
ORD1007,CUST185,玻璃切割,87,168,2024-05-24,华南,14616
ORD1013,CUST110,玻璃切割,74,528,2024-06-21,华东,39072
ORD1057,CUST136,玻璃抛光,49,477,2024-03-24,华南,23373
ORD1021,CUST152,玻璃抛光,46,983,2024-09-07,西南,45218
ORD1087,CUST105,玻璃抛光,99,460,2024-04-07,华南,45540
ORD1003,CUST196,玻璃切割,70,393,2024-04-25,华南,27510
ORD1081,CUST150,玻璃雕刻,59,569,2024-03-09,东北,33571
ORD1041,CUST194,玻璃打磨,3,716,2024-10-21,华北,2148
ORD1027,CUST116,玻璃打磨,43,479,2024-02-22,华南,20597
ORD1051,CUST196,玻璃雕刻,22,112,2024-10-30,华南,2464
ORD1095,CUST151,玻璃抛光,41,705,2024-05-13,华东,28905
ORD1031,CUST185,玻璃切割,12,328,2024-06-11,华东,3936
ORD1099,CUST189,玻璃切割,90,212,2024-08-13,东北,19080
ORD1066,CUST112,玻璃抛光,65,176,2024-01-30,西南,11440
ORD1064,CUST108,玻璃切割,41,673,2024-10-14,华南,27593
ORD1050,CUST155,玻璃打磨,44,728,2024-12-18,西南,32032
ORD1092,CUST162,玻璃雕刻,55,308,2024-03-18,东北,16940
ORD1074,CUST133,玻璃切割,72,899,2024-06-06,华南,64728
ORD1093,CUST125,玻璃打磨,47,413,2024-06-07,华东,19411
ORD1096,CUST120,玻璃雕刻,34,588,2024-04-23,华东,19992
ORD1066,CUST126,玻璃打磨,56,812,2024-06-17,华东,45472
ORD1065,CUST117,玻璃雕刻,70,286,2024-10-19,华东,20020
ORD1005,CUST175,玻璃雕刻,45,463,2024-04-13,东北,20835
ORD1000,CUST187,玻璃打磨,4,132,2024-05-12,华北,528
ORD1066,CUST146,玻璃抛光,69,962,2024-01-25,华东,66378
ORD1079,CUST187,玻璃切割,82,974,2024-05-04,西南,79868
ORD1026,CUST195,玻璃雕刻,70,843,2024-03-28,西南,59010
ORD1041,CUST127,玻璃雕刻,27,804,2024-03-13,华北,21708
ORD1075,CUST146,玻璃打磨,51,789,2024-09-07,西南,40239
ORD1066,CUST177,玻璃抛光,100,675,2024-03-07,华东,67500
ORD1041,CUST169,玻璃切割,6,583,2024-01-02,华北,3498
ORD1074,CUST143,玻璃雕刻,30,382,2024-08-30,华北,11460
ORD1093,CUST159,玻璃打磨,83,118,2024-08-27,东北,9794
ORD1027,CUST153,玻璃雕刻,82,730,2024-07-12,华北,59860
ORD1084,CUST108,玻璃切割,69,997,2024-12-19,西南,68793
ORD1065,CUST131,玻璃打磨,12,636,2024-10-13,东北,7632
ORD1035,CUST154,玻璃雕刻,65,132,2024-08-24,华东,8580
ORD1091,CUST197,玻璃切割,2,694,2024-11-10,华东,1388
ORD1060,CUST175,玻璃雕刻,33,865,2024-07-02,西南,28545
ORD1094,CUST113,玻璃雕刻,32,190,2024-08-15,东北,6080
ORD1043,CUST156,玻璃雕刻,80,791,2024-08-01,华北,63280
ORD1057,CUST145,玻璃雕刻,26,667,2024-01-07,华南,17342
ORD1081,CUST102,玻璃抛光,17,580,2024-01-03,西南,9860
ORD1092,CUST176,玻璃雕刻,74,111,2024-09-22,华南,8214
ORD1074,CUST157,玻璃抛光,73,461,2024-03-02,东北,33653
ORD1033,CUST143,玻璃雕刻,21,330,2024-08-18,东北,6930
ORD1061,CUST144,玻璃抛光,61,204,2024-09-01,华东,12444
ORD1090,CUST151,玻璃切割,97,161,2024-12-26,华北,15617
ORD1057,CUST165,玻璃雕刻,76,967,2024-10-20,西南,73492
ORD1068,CUST169,玻璃打磨,31,969,2024-09-17,华东,30039
ORD1059,CUST193,玻璃雕刻,96,409,2024-06-15,华北,39264
ORD1033,CUST124,玻璃抛光,73,141,2024-07-01,华北,10293
ORD1071,CUST140,玻璃切割,37,116,2024-11-01,华南,4292
ORD1025,CUST130,玻璃切割,13,409,2024-01-09,东北,5317
ORD1071,CUST151,玻璃抛光,95,870,2024-08-16,华南,82650
ORD1014,CUST100,玻璃打磨,71,692,2024-03-15,东北,49132
ORD1047,CUST159,玻璃切割,41,525,2024-06-20,东北,21525
ORD1022,CUST109,玻璃切割,24,189,2024-09-28,西南,4536
ORD1016,CUST188,玻璃切割,54,843,2024-11-20,华南,45522
ORD1083,CUST180,玻璃打磨,27,103,2024-05-10,华北,2781
ORD1007,CUST187,玻璃抛光,35,558,2024-11-21,华东,19530
ORD1097,CUST188,玻璃雕刻,61,494,2024-07-06,华北,30134
ORD1026,CUST174,玻璃雕刻,9,879,2024-01-13,华东,7911
ORD1027,CUST108,玻璃雕刻,92,348,2024-08-07,华东,32016
ORD1084,CUST183,玻璃雕刻,34,744,2024-04-08,华东,25296
ORD1033,CUST133,玻璃雕刻,23,573,2024-06-10,东北,13179
ORD1093,CUST121,玻璃雕刻,94,168,2024-09-22,东北,15792
ORD1058,CUST141,玻璃打磨,72,818,2024-03-15,西南,58896
ORD1033,CUST144,玻璃打磨,35,692,2024-05-22,华南,24220
ORD1068,CUST171,玻璃打磨,17,926,2024-02-04,东北,15742
ORD1024,CUST178,玻璃打磨,55,611,2024-09-24,华东,33605
ORD1045,CUST146,玻璃抛光,65,188,2024-02-07,东北,12220
ORD1094,CUST129,玻璃抛光,27,814,2024-01-18,华东,21978
ORD1082,CUST128,玻璃抛光,30,976,2024-02-24,东北,29280
ORD1022,CUST121,玻璃雕刻,12,722,2024-07-09,西南,8664
ORD1025,CUST154,玻璃雕刻,37,328,2024-10-11,东北,12136
ORD1020,CUST177,玻璃切割,85,397,2024-05-12,东北,33745
ORD1082,CUST173,玻璃切割,80,550,2024-07-04,西南,44000
ORD1092,CUST154,玻璃抛光,74,265,2024-04-22,东北,19610
ORD1000,CUST162,玻璃雕刻,68,164,2024-06-08,东北,11152
ORD1007,CUST199,玻璃雕刻,30,645,2024-01-11,东北,19350
ORD1000,CUST104,玻璃抛光,5,890,2024-09-14,华东,4450
ORD1017,CUST186,玻璃打磨,30,563,2024-12-22,西南,16890
ORD1053,CUST102,玻璃雕刻,66,192,2024-11-25,华南,12672
ORD1046,CUST190,玻璃抛光,80,280,2024-12-30,西南,22400
ORD1092,CUST125,玻璃雕刻,67,989,2024-10-29,华东,66263
ORD1027,CUST143,玻璃雕刻,87,230,2024-11-24,华南,20010
ORD1016,CUST142,玻璃雕刻,51,825,2024-10-22,东北,42075
ORD1022,CUST163,玻璃切割,79,142,2024-07-14,华南,11218
ORD1088,CUST104,玻璃抛光,22,396,2024-05-24,西南,8712
ORD1026,CUST136,玻璃雕刻,81,175,2024-01-22,华东,14175
ORD1053,CUST171,玻璃打磨,51,776,2024-12-02,华北,39576
ORD1068,CUST119,玻璃切割,86,269,2024-01-01,东北,23134
ORD1038,CUST144,玻璃雕刻,74,290,2024-07-22,华南,21460
ORD1098,CUST193,玻璃雕刻,91,120,2024-09-12,西南,10920
ORD1062,CUST143,玻璃打磨,53,825,2024-11-05,华东,43725
ORD1098,CUST199,玻璃雕刻,64,322,2024-06-17,东北,20608
ORD1061,CUST117,玻璃雕刻,78,195,2024-03-23,西南,15210
ORD1074,CUST102,玻璃抛光,41,495,2024-04-16,东北,20295
ORD1068,CUST119,玻璃雕刻,11,897,2024-02-19,华南,9867
ORD1009,CUST147,玻璃雕刻,42,325,2024-09-16,华北,13650
ORD1095,CUST159,玻璃打磨,66,587,2024-04-26,华东,38742
ORD1049,CUST124,玻璃雕刻,22,432,2024-06-29,华北,9504
ORD1089,CUST198,玻璃切割,15,966,2024-12-13,东北,14490
ORD1065,CUST196,玻璃雕刻,19,824,2024-01-28,西南,15656
ORD1022,CUST160,玻璃抛光,82,964,2024-01-02,华东,79048
ORD1061,CUST169,玻璃雕刻,48,650,2024-09-08,华东,31200
ORD1018,CUST112,玻璃雕刻,93,283,2024-06-06,华南,26319
ORD1073,CUST150,玻璃抛光,45,952,2024-12-03,华北,42840
ORD1047,CUST158,玻璃雕刻,90,752,2024-10-27,华南,67680
ORD1067,CUST159,玻璃抛光,3,271,2024-11-30,华东,813
ORD1066,CUST149,玻璃切割,54,517,2024-07-11,华南,27918
ORD1031,CUST178,玻璃雕刻,63,871,2024-06-03,西南,54873
ORD1021,CUST105,玻璃打磨,73,755,2024-11-27,华东,55115
ORD1070,CUST155,玻璃雕刻,99,514,2024-09-03,华东,50886
ORD1097,CUST107,玻璃打磨,18,515,2024-05-21,东北,9270
ORD1008,CUST153,玻璃打磨,31,497,2024-02-26,东北,15407
ORD1079,CUST197,玻璃切割,63,409,2024-07-13,西南,25767
ORD1000,CUST114,玻璃抛光,97,603,2024-08-05,华北,58491
ORD1031,CUST194,玻璃雕刻,13,119,2024-03-04,东北,1547
ORD1034,CUST115,玻璃雕刻,42,353,2024-03-26,华东,14826
ORD1037,CUST162,玻璃雕刻,25,982,2024-12-18,华东,24550
ORD1019,CUST186,玻璃雕刻,11,732,2024-10-18,华北,8052
ORD1040,CUST140,玻璃雕刻,21,829,2024-02-26,东北,17409
ORD1060,CUST103,玻璃雕刻,58,286,2024-05-09,华北,16588
ORD1096,CUST180,玻璃抛光,82,967,2024-02-11,华北,79294
ORD1030,CUST186,玻璃雕刻,92,523,2024-09-04,华北,48116
ORD1068,CUST139,玻璃雕刻,22,675,2024-03-31,华北,14850
ORD1097,CUST198,玻璃雕刻,61,971,2024-12-09,华南,59231
ORD1050,CUST184,玻璃切割,52,553,2024-09-18,华南,28756
ORD1010,CUST151,玻璃雕刻,52,210,2024-12-22,西南,10920
ORD1027,CUST161,玻璃雕刻,74,303,2024-09-29,华东,22422
ORD1093,CUST164,玻璃雕刻,82,364,2024-09-06,东北,29848
ORD1060,CUST100,玻璃雕刻,30,956,2024-05-08,华北,28680
ORD1008,CUST125,玻璃雕刻,75,589,2024-12-15,西南,44175
ORD1026,CUST153,玻璃切割,69,102,2024-10-14,华南,7038
ORD1013,CUST167,玻璃雕刻,82,868,2024-12-08,东北,71176
ORD1036,CUST152,玻璃雕刻,54,221,2024-08-25,华东,11934
ORD1075,CUST113,玻璃切割,35,234,2024-08-09,西南,8190
ORD1054,CUST161,玻璃抛光,65,964,2024-05-17,华南,62660
ORD1071,CUST159,玻璃切割,67,770,2024-01-27,东北,51590
ORD1097,CUST186,玻璃切割,31,497,2024-06-01,华东,15407
ORD1064,CUST134,玻璃雕刻,42,635,2024-04-15,华北,26670
ORD1064,CUST162,玻璃切割,48,223,2024-10-03,东北,10704
ORD1028,CUST100,玻璃雕刻,68,649,2024-11-10,华东,44132
ORD1041,CUST135,玻璃抛光,49,336,2024-03-12,西南,16464
ORD1041,CUST181,玻璃切割,53,643,2024-01-15,华北,34079
ORD1056,CUST112,玻璃打磨,11,776,2024-10-29,华南,8536
ORD1011,CUST172,玻璃雕刻,2,319,2024-05-06,东北,638
ORD1011,CUST101,玻璃抛光,15,756,2024-12-03,华东,11340
ORD1002,CUST198,玻璃雕刻,81,569,2024-07-24,东北,46089
ORD1005,CUST171,玻璃打磨,67,624,2024-08-22,华东,41808
ORD1070,CUST106,玻璃抛光,54,120,2024-07-04,东北,6480
ORD1063,CUST105,玻璃雕刻,81,495,2024-03-13,华北,40095
ORD1037,CUST196,玻璃雕刻,88,336,2024-03-07,东北,29568
ORD1021,CUST196,玻璃切割,53,743,2024-03-06,华北,39379
ORD1033,CUST194,玻璃雕刻,43,255,2024-04-14,华南,10965
ORD1067,CUST117,玻璃抛光,33,578,2024-05-08,西南,19074
ORD1001,CUST195,玻璃打磨,44,286,2024-03-12,华南,12584
ORD1075,CUST125,玻璃雕刻,75,587,2024-05-12,西南,44025
ORD1072,CUST139,玻璃雕刻,62,908,2024-05-01,东北,56296
ORD1030,CUST133,玻璃雕刻,48,901,2024-06-30,华北,43248
ORD1072,CUST120,玻璃雕刻,44,564,2024-02-05,华北,24816
ORD1000,CUST123,玻璃抛光,84,720,2024-10-27,华南,60480
ORD1019,CUST126,玻璃打磨,73,299,2024-10-26,西南,21827
ORD1041,CUST168,玻璃雕刻,60,790,2024-12-30,东北,47400
ORD1072,CUST140,玻璃打磨,96,927,2024-08-10,华东,88992
ORD1030,CUST112,玻璃雕刻,39,815,2024-06-22,西南,31785
ORD1008,CUST121,玻璃雕刻,44,721,2024-09-27,东北,31724
ORD1095,CUST180,玻璃打磨,40,876,2024-10-23,西南,35040
ORD1021,CUST146,玻璃抛光,68,459,2024-01-01,华南,31212
ORD1078,CUST187,玻璃打磨,95,922,2024-07-17,东北,87590
ORD1075,CUST145,玻璃打磨,80,948,2024-03-09,华北,75840
ORD1063,CUST138,玻璃雕刻,29,559,2024-12-06,东北,16211
ORD1016,CUST183,玻璃雕刻,28,106,2024-05-22,西南,2968
ORD1037,CUST162,玻璃雕刻,45,528,2024-12-31,华北,23760
ORD1034,CUST186,玻璃雕刻,97,801,2024-05-15,华南,77697
ORD1087,CUST136,玻璃打磨,47,296,2024-01-06,华南,13912
ORD1094,CUST139,玻璃雕刻,29,302,2024-03-27,西南,8758
ORD1002,CUST171,玻璃雕刻,7,156,2024-03-04,东北,1092
ORD1027,CUST175,玻璃抛光,32,417,2024-06-21,华南,13344
ORD1023,CUST103,玻璃雕刻,48,771,2024-08-23,华东,37008
ORD1057,CUST176,玻璃雕刻,94,553,2024-10-06,华东,51982
ORD1071,CUST168,玻璃雕刻,72,585,2024-07-10,华东,42120
ORD1066,CUST119,玻璃切割,68,369,2024-02-28,西南,25092
ORD1063,CUST163,玻璃雕刻,99,368,2024-01-02,华北,36432
ORD1051,CUST182,玻璃雕刻,91,931,2024-12-21,华南,84721
ORD1030,CUST171,玻璃雕刻,95,111,2024-08-17,华南,10545
ORD1004,CUST152,玻璃雕刻,14,847,2024-12-06,西南,11858
ORD1066,CUST180,玻璃打磨,20,213,2024-03-19,东北,4260
ORD1036,CUST175,玻璃雕刻,60,298,2024-08-01,华南,17880
ORD1097,CUST199,玻璃抛光,40,421,2024-02-12,华南,16840
ORD1006,CUST138,玻璃抛光,30,398,2024-08-22,华南,11940
ORD1081,CUST120,玻璃打磨,51,849,2024-12-03,华北,43299
ORD1021,CUST141,玻璃切割,89,640,2024-06-22,华北,56960
ORD1037,CUST153,玻璃雕刻,69,755,2024-12-31,华北,52095
ORD1006,CUST137,玻璃雕刻,51,680,2024-04-29,西南,34680
ORD1092,CUST128,玻璃打磨,53,906,2024-03-25,华东,48018
ORD1077,CUST184,玻璃切割,69,361,2024-06-27,华东,24909
ORD1034,CUST131,玻璃雕刻,7,229,2024-08-27,东北,1603
ORD1055,CUST173,玻璃雕刻,48,842,2024-03-11,东北,40416
ORD1063,CUST154,玻璃抛光,76,931,2024-04-01,华北,70756
ORD1036,CUST170,玻璃打磨,26,868,2024-07-27,东北,22568
